資料版本,資料更新日期,來源查核日期,新北市地區名,民國年度,年齡層,性別,資料主題,指標名稱,分類維度,分類名稱,數值,下限,上限,單位,同類排名,同類項目數,同類分位帶,可比較年度數,時間排名,歷史位置,可得年度平均,與可得年度平均差值,與可得年度平均差率_百分比,前一年數值,與前一年差值,與前一年變化率_百分比,資料身分,計算方法,來源代號,來源網址,可用性狀態,限制說明,政策分析可用性,政策分析限制
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,教育服務業,3.077663,2.513465,3.077663,%,11,19,中間60%,5,1,可得年度最高,2.786253,0.29141,10.458833,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,醫療保健及社會工作服務業,0.929033,0.929033,1.464439,千人,16,19,後20%,5,5,可得年度最低,1.835392,'-0.906359,'-49.382306,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,醫療保健及社會工作服務業,0.78627,0.78627,1.166966,%,16,19,後20%,5,5,可得年度最低,1.596759,'-0.810489,'-50.758374,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,藝術、娛樂及休閒服務業,2.012479,1.35179,2.012479,千人,13,19,中間60%,5,3,高於可得年度平均,1.815909,0.19657,10.824894,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,藝術、娛樂及休閒服務業,1.703224,1.077199,1.703224,%,13,19,中間60%,5,3,接近可得年度平均,1.562077,0.141147,9.035826,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,其他服務業,5.981688,5.40716,5.981688,千人,7,19,中間60%,5,3,高於可得年度平均,5.713949,0.267739,4.685701,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,其他服務業,5.06249,4.308797,5.06249,%,7,19,中間60%,5,3,接近可得年度平均,4.944877,0.117613,2.378482,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,農、林、漁、牧業,0,0,0,千人,17,19,後20%,5,3,可得年度最低,0.035065,'-0.035065,'-100,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,農、林、漁、牧業,0,0,0,%,17,19,後20%,5,3,可得年度最低,0.031762,'-0.031762,'-100,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,礦業及土石採取業,0,0,0,千人,17,19,後20%,5,1,可得年度持平,0,0,,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,礦業及土石採取業,0,0,0,%,17,19,後20%,5,1,可得年度持平,0,0,,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,製造業,18.075994,18.075994,21.853938,千人,2,19,前20%,5,3,高於可得年度平均,17.066744,1.00925,5.913545,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,製造業,15.339053,15.339053,19.775739,%,2,19,前20%,5,4,接近可得年度平均,15.33679,0.002263,0.014753,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,電力及燃氣供應業,0,0,0,千人,17,19,後20%,5,3,可得年度最低,0.066219,'-0.066219,'-100,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,電力及燃氣供應業,0,0,0,%,17,19,後20%,5,3,可得年度最低,0.062145,'-0.062145,'-100,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,用水供應及污染整治業,0.185476,0.185476,0.225298,千人,16,19,後20%,5,3,高於可得年度平均,0.178443,0.007033,3.941198,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,用水供應及污染整治業,0.157392,0.157392,0.203874,%,16,19,後20%,5,3,接近可得年度平均,0.164783,'-0.007391,'-4.485409,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,營建工程業,1.793792,1.793792,2.252983,千人,12,19,中間60%,5,4,低於可得年度平均,1.990385,'-0.196593,'-9.877125,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,營建工程業,1.522189,1.522189,2.038736,%,12,19,中間60%,5,5,可得年度最低,1.830962,'-0.308773,'-16.863995,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,批發及零售業,28.20277,24.895465,28.20277,千人,1,19,前20%,5,1,可得年度最高,23.359218,4.843552,20.73508,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,批發及零售業,23.932503,22.528033,23.932503,%,1,19,前20%,5,1,可得年度最高,21.159995,2.772508,13.102594,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,運輸及倉儲業,2.263057,2.263057,2.590931,千人,11,19,中間60%,5,3,低於可得年度平均,2.388917,'-0.12586,'-5.268512,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,運輸及倉儲業,1.9204,1.9204,2.344546,%,11,19,中間60%,5,4,接近可得年度平均,2.192155,'-0.271755,'-12.396714,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,住宿及餐飲業,10.110044,7.885442,10.110044,千人,4,19,前20%,5,2,高於可得年度平均,9.253223,0.856821,9.259701,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,住宿及餐飲業,8.579251,7.135576,8.579251,%,4,19,前20%,5,2,接近可得年度平均,8.408096,0.171155,2.035593,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,資訊及通訊傳播業,6.40275,4.843914,6.40275,千人,9,19,中間60%,5,3,接近可得年度平均,6.346183,0.056567,0.891361,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,資訊及通訊傳播業,5.43329,4.383282,5.43329,%,9,19,中間60%,5,4,接近可得年度平均,5.762318,'-0.329028,'-5.709991,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,金融及保險業,9.238185,7.885442,9.238185,千人,5,19,中間60%,5,3,高於可得年度平均,8.440828,0.797357,9.446428,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,金融及保險業,7.839403,7.135576,7.839403,%,5,19,中間60%,5,3,接近可得年度平均,7.670153,0.16925,2.206608,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,不動產業,1.294052,1.126492,1.294052,千人,15,19,中間60%,5,3,接近可得年度平均,1.271662,0.02239,1.760672,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,不動產業,1.098115,1.019368,1.098115,%,15,19,中間60%,5,3,接近可得年度平均,1.14606,'-0.047945,'-4.183463,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,專業、科學及技術服務業,7.012851,6.533652,7.012851,千人,7,19,中間60%,5,4,低於可得年度平均,8.532985,'-1.520134,'-17.814799,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,專業、科學及技術服務業,5.951014,5.912334,5.951014,%,7,19,中間60%,5,4,低於可得年度平均,7.855586,'-1.904572,'-24.244809,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,支援服務業,1.632713,1.632713,2.140334,千人,13,19,中間60%,5,5,可得年度最低,2.057056,'-0.424343,'-20.62864,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,支援服務業,1.385499,1.385499,1.936799,%,13,19,中間60%,5,5,可得年度最低,1.896874,'-0.511375,'-26.958836,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,公共行政及國防；強制性社會安全,4.211045,4.168019,4.211045,千人,10,19,中間60%,5,1,可得年度最高,2.930228,1.280817,43.710509,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,公共行政及國防；強制性社會安全,3.573438,3.573438,3.771662,%,10,19,中間60%,5,1,可得年度最高,2.670619,0.902819,33.805598,,,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=207903,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
