資料版本,資料更新日期,來源查核日期,新北市地區名,民國年度,年齡層,性別,資料主題,指標名稱,分類維度,分類名稱,數值,下限,上限,單位,同類排名,同類項目數,同類分位帶,可比較年度數,時間排名,歷史位置,可得年度平均,與可得年度平均差值,與可得年度平均差率_百分比,前一年數值,與前一年差值,與前一年變化率_百分比,資料身分,計算方法,來源代號,來源網址,可用性狀態,限制說明,政策分析可用性,政策分析限制
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,專業、科學及技術服務業,2.05523,2.05523,3.941338,%,12,19,中間60%,5,4,低於可得年度平均,3.687853,'-1.632623,'-44.270287,5.153024,'-3.097794,'-60.116041,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,支援服務業,4.312955,4.300488,4.312955,千人,9,19,中間60%,5,1,可得年度最高,3.338807,0.974148,29.176537,2.523076,1.789879,70.940352,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,支援服務業,3.602334,3.483043,3.602334,%,9,19,中間60%,5,1,可得年度最高,2.887018,0.715316,24.776976,2.135358,1.466976,68.6993,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,公共行政及國防；強制性社會安全,2.735362,2.735362,3.847805,千人,10,19,中間60%,5,5,可得年度最低,3.395948,'-0.660586,'-19.452178,4.035655,'-1.300293,'-32.220123,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,公共行政及國防；強制性社會安全,2.284672,2.284672,3.116407,%,10,19,中間60%,5,5,可得年度最低,2.941095,'-0.656423,'-22.318995,3.415502,'-1.13083,'-33.108749,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,教育服務業,2.661118,2.661118,3.05561,千人,11,19,中間60%,5,5,可得年度最低,3.216508,'-0.55539,'-17.266852,3.636476,'-0.975358,'-26.821516,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,教育服務業,2.222661,2.222661,2.474794,%,11,19,中間60%,5,5,可得年度最低,2.786253,'-0.563592,'-20.227607,3.077663,'-0.855002,'-27.780884,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,醫療保健及社會工作服務業,1.297672,1.297672,1.58439,千人,15,19,中間60%,5,4,低於可得年度平均,1.835392,'-0.53772,'-29.297276,0.929033,0.368639,39.679861,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,醫療保健及社會工作服務業,1.083862,1.083862,1.283226,%,15,19,中間60%,5,4,低於可得年度平均,1.596759,'-0.512897,'-32.121119,0.78627,0.297592,37.848576,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,藝術、娛樂及休閒服務業,2.325154,1.58439,2.325154,千人,13,19,中間60%,5,1,可得年度最高,1.815909,0.509245,28.043545,2.012479,0.312675,15.536808,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,藝術、娛樂及休閒服務業,1.942052,1.283226,1.942052,%,13,19,中間60%,5,1,可得年度最高,1.562077,0.379975,24.324953,1.703224,0.238828,14.022113,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,其他服務業,6.042855,5.432195,6.042855,千人,7,19,中間60%,5,2,高於可得年度平均,5.713949,0.328906,5.756187,5.981688,0.061167,1.022571,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,其他服務業,5.047209,4.399633,5.047209,%,7,19,中間60%,5,4,接近可得年度平均,4.944877,0.102332,2.069455,5.06249,'-0.015281,'-0.301848,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,農、林、漁、牧業,0,0,0,千人,16,19,後20%,5,3,可得年度最低,0.035065,'-0.035065,'-100,0,0,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,農、林、漁、牧業,0,0,0,%,16,19,後20%,5,3,可得年度最低,0.031762,'-0.031762,'-100,0,0,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,礦業及土石採取業,0,0,0,千人,16,19,後20%,5,1,可得年度持平,0,0,,0,0,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,111,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,礦業及土石採取業,0,0,0,%,16,19,後20%,5,1,可得年度持平,0,0,,0,0,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=231112,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
